Date,Season,Seasnum,April,June,August,October,Stream,Streamnum,Bear,Cave,Falling,Sylamore,Tomahawk,Water,Spring,Reach,Habitat,Totdens,BES,CRC,CSR,DSS,GSD,GSF,LES,OTD,OZM,RBD,SLM,SRD,STD,WTS,BDS,HHC,NHS,SMB,AMM,BTM,NSF,OZB,OZS,ABL,RH,FTD,TSS,YOM,YKD,LPY,Temp,DO,pH,SPC,Length,Cover,Area,Width,Canopy,Depth,Velocity,Substrate,Volume,Arealog,Depthlog,Vellog,Vollog,Richness
6/17/2002,June,6,0,1,0,0,Bear,1,1,0,0,0,0,0,0,5,Riffle,0.181983621,0,0.009578085,0,0.07183564,0.028734256,0,0,0,0.009578085,0,0.014367128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009578085,0.004789043,0,0,17.23,9.16,6.81,35.9,47.1,20,208.81,4.433333333,20,16.33333333,9.222222222,5.166666667,34.10563333,2.319751293,1.213074825,1.009545318,1.532826119,7
6/17/2002,June,6,0,1,0,0,Bear,1,1,0,0,0,0,0,0,6,Pool,0.392250089,0,0.071318198,0,0.044573874,0.071318198,0,0,0,0,0,0.008914775,0.089147748,0.008914775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035659099,0,0,0,17.23,9.16,6.81,35.9,17.9,25,112.1733333,6.266666667,38.33333333,23.88888889,1.555555556,5.111111111,26.79696296,2.049889626,1.37819595,0.407485327,1.428085576,7
7/30/2002,August,8,0,0,1,0,Bear,1,1,0,0,0,0,0,0,1,Run,2.181773859,0,0.3169057,1.292000163,0,0.036566042,0,0,0.207207573,0,0.073132085,0.073132085,0.036566042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.115,9.03,6.68,41.7,16.3,5,82.04333333,5.033333333,60,12.33333333,3.333333333,4.333333333,10.11867778,1.914043297,1.091080469,0.636822098,1.005123766,7
7/30/2002,August,8,0,0,1,0,Bear,1,1,0,0,0,0,0,0,2,Pool,1.07458604,0,0.085478435,0.68382748,0.004070402,0.02442241,0,0,0.113971247,0.004070402,0,0.040704017,0.081408033,0.004070402,0.020352008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.115,9.03,6.68,41.7,35.4,10,245.676,6.94,44,24.06666667,0.6,5.333333333,59.126024,2.390362732,1.381415943,0.204119983,1.771778675,10
7/30/2002,August,8,0,0,1,0,Bear,1,1,0,0,0,0,0,0,3,Riffle,0.563168276,0,0.078722447,0.148361535,0.009083359,0.006055573,0,0,0.130194816,0,0.033305651,0.024222291,0.018166719,0.015138932,0.051472369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.115,9.03,6.68,41.7,50.7,10,330.2742857,6.514285714,22.85714286,14.42857143,4.80952381,4.666666667,47.65386122,2.518874762,1.159223334,0.764140536,1.678098096,10
7/30/2002,August,8,0,0,1,0,Bear,1,1,0,0,0,0,0,0,4,Pool,1.530323068,0,0.184205555,0.921027773,0.014169658,0.014169658,0,0,0.184205555,0.042508974,0.014169658,0,0.014169658,0.014169658,0.028339316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.115,9.03,6.68,41.7,15.8,5,70.57333333,4.466666667,50,30.55555556,0.777777778,5.222222222,21.56407407,1.848640631,1.485090184,0.249877473,1.333730815,10
7/30/2002,August,8,0,0,1,0,Bear,1,1,0,0,0,0,0,0,5,Riffle,1.928278073,0,0.095161775,0.95161775,0.04507663,0.070119203,0,0,0.29049384,0.015025543,0.070119203,0.115195833,0.100170289,0,0.165280978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.115,9.03,6.68,41.7,46.9,5,199.66,4.257142857,17.85714286,13.85714286,9.238095238,4.761904762,27.66717143,2.300291067,1.141673694,1.010219165,1.441964761,10
7/30/2002,August,8,0,0,1,0,Bear,1,1,0,0,0,0,0,0,6,Run,2.972632903,0,0.207612457,1.406102548,0.075495439,0.113243158,0,0,0.292544825,0.02831079,0.02831079,0.056621579,0.509594212,0.00943693,0.254797106,0,0,0,0,0,0,0,0,0,0,0.00943693,0,0,0,0,0,23.115,9.03,6.68,41.7,18.7,5,105.9666667,5.666666667,55,29.22222222,1.111111111,5,30.96581481,2.025169273,1.465713239,0.324511092,1.490882512,12
10/7/2002,October,10,0,0,0,1,Bear,1,1,0,0,0,0,0,0,1,Pool,1.123876124,0,0.561938062,0.218531469,0.031218781,0,0,0,0.24975025,0,0,0,0.062437562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.59,6.59,NA,50.4,15.4,1,32.032,2.08,53,11.13333333,0,4.4,3.566229333,1.505584056,1.046625212,0,0.552209268,5
10/7/2002,October,10,0,0,0,1,Bear,1,1,0,0,0,0,0,0,2,Pool  ,4.811039181,0,0.18189184,4.106208299,0.040925664,0.027283776,0,0.004547296,0.127324288,0.036378368,0,0.027283776,0.050020256,0.004547296,0.1136824,0,0,0.036378368,0,0,0,0,0,0,0,0.031831072,0,0,0,0,0,14.59,6.59,NA,50.4,45.3,10,219.9109091,4.854545455,45,15.45454545,0,5.575757576,33.9862314,2.342246774,1.189056236,0,1.53130301,13
10/7/2002,October,10,0,0,0,1,Bear,1,1,0,0,0,0,0,0,3,Riffle,3.103401545,0,0.609838732,1.992139856,0.040655915,0.040655915,0,0,0.121967746,0.027103944,0.013551972,0.094863803,0.054207887,0,0.040655915,0,0,0,0,0,0,0,0,0,0,0.013551972,0,0,0,0,0,14.59,6.59,NA,50.4,42.3,35,73.79,1.744444444,32.22222222,6.37037037,0,4.62962963,4.700696296,1.86799751,0.804164683,0,0.672162193,11
10/7/2002,October,10,0,0,0,1,Bear,1,1,0,0,0,0,0,0,4,Pool,7.787584365,0,0.667507231,5.651561225,0.022250241,0.066750723,0,0,0.311503375,0.044500482,0.022250241,0.044500482,0.022250241,0,0.867759401,0,0,0.022250241,0,0,0,0,0,0,0,0.022250241,0,0,0,0,0,14.59,6.59,NA,50.4,19.4,10,44.94333333,2.316666667,56.66666667,14.16666667,0,4.888888889,6.366972222,1.65266528,1.151267675,0,0.803932955,12
10/7/2002,October,10,0,0,0,1,Bear,1,1,0,0,0,0,0,0,5,Riffle,0.315315315,0,0.126126126,0,0,0,0,0,0,0.063063063,0,0,0,0,0.126126126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.59,6.59,NA,50.4,22.2,50,15.85714286,0.714285714,21.42857143,2.523809524,0,4.142857143,0.400204082,1.200224939,0.402056575,0,-0.397718486,3
10/7/2002,October,10,0,0,0,1,Bear,1,1,0,0,0,0,0,0,6,Run,4.084249988,0,1.183840576,2.722833325,0.019730676,0.039461353,0,0,0.394613525,0,0,0,0.078922705,0,0.019730676,0,0,0.019730676,0,0,0,0,0,0,0,0,0,0,0,0,0,14.59,6.59,NA,50.4,20.9,5,50.6825,2.425,61.25,5.958333333,0.125,5.625,3.019832292,1.704858029,0.775124796,0.051152522,0.479982825,8
4/15/2002,April,4,1,0,0,0,Cave,2,0,1,0,0,0,0,0,1,Run,0.898156826,0,0.210871603,0.370977819,0,0,0,0,0.058575445,0,0.011715089,0.011715089,0.234301781,0.00390503,0,0,0.00390503,0.00390503,0.00390503,0,0,0,0,0,0,0,0,0,0,0,0,16.65,9.26,7.43,41,26.4,60,256.08,9.7,38.33333333,46.66666667,7.666666667,4.444444444,119.504,2.408375661,1.669006781,0.937852093,2.077382442,10
4/15/2002,April,4,1,0,0,0,Cave,2,0,1,0,0,0,0,0,2,Run,0.303511597,0,0.015251839,0.213525747,0.000762592,0.001525184,0,0,0.029741086,0,0.000762592,0.003050368,0.029741086,0.006863328,0,0,0,0.000762592,0,0,0,0,0,0,0,0,0,0,0,0,0,16.65,9.26,7.43,41,108.7,75,1311.317273,12.06363636,41.81818182,27.27272727,20.60606061,4.696969697,357.6319835,3.117707782,1.43572857,1.33457559,2.553436351,10
4/15/2002,April,4,1,0,0,0,Cave,2,0,1,0,0,0,0,0,3,Pool,0.113518653,0,0.017027798,0.039731528,0,0,0,0,0.008513899,0,0,0.002837966,0.036893562,0,0,0,0.002837966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.65,9.26,7.43,41,33.8,10,352.365,10.425,35,103.3333333,1.916666667,5.166666667,364.1105,2.546992764,2.014240439,0.464886798,2.561233203,6
4/15/2002,April,4,1,0,0,0,Cave,2,0,1,0,0,0,0,0,4,Riffle,0.277777778,0,0.006385696,0.172413793,0.009578544,0,0,0,0.022349936,0,0,0.01596424,0.044699872,0.003192848,0,0.003192848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.65,9.26,7.43,41,43.2,85,313.2,7.25,67.5,38.88888889,25.27777778,4.888888889,121.8,2.495821753,1.589825535,1.419588636,2.085647288,8
4/15/2002,April,4,1,0,0,0,Cave,2,0,1,0,0,0,0,0,5,Run,0.286516662,0,0.040930952,0.150080156,0,0,0,0,0.018191534,0,0,0.009095767,0.063670369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.65,9.26,7.43,41,31.3,40,219.8825,7.025,43.75,44.16666667,16.91666667,4.5,97.11477083,2.342190666,1.645094624,1.253257214,1.98728529,5
6/11/2002,June,6,0,1,0,0,Cave,2,0,1,0,0,0,0,0,1,Run,3.877862595,0,0.492366412,2.393129771,0.003816794,0,0.003816794,0.003816794,0.122137405,0,0,0.049618321,1.805343511,0.038167939,0,0.011450382,0.003816794,0,0,0,0,0,0,0,0,0,0,0,0.080152672,0.011450382,0,18.16,8.68,7.13,53.3,26.2,15,262,10,20,31.83333333,1.166666667,3.75,83.40333333,2.418301291,1.502882117,0.335792102,1.921183408,13
6/11/2002,June,6,0,1,0,0,Cave,2,0,1,0,0,0,0,0,2,Riffle,0.612835725,0,0.023876717,0.288510325,0.000994863,0.001989726,0,0,0.034820212,0,0.005969179,0.00298459,0.223844218,0.008953769,0,0.006964042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006964042,0,18.16,8.68,7.13,53.3,107.6,70,1005.163333,9.341666667,32.63636364,18.44444444,5.111111111,4.333333333,185.3967926,3.002236638,1.265865579,0.78612018,2.268102216,11
6/11/2002,June,6,0,1,0,0,Cave,2,0,1,0,0,0,0,0,3,Pool,1.340950893,0,0,0.114057892,0,0,0,0,0.018495874,0,0.117140538,0,0.141801704,0.024661166,0,0.018495874,0.006165291,0,0,0,0,0,0,0,0,0,0,0,0.024661166,0,0,18.16,8.68,7.13,53.3,30.7,5,324.3966667,10.56666667,17.33333333,70.27777778,0.5,4.722222222,227.9787685,2.511076383,1.84681802,0.176091259,2.357894403,8
6/11/2002,June,6,0,1,0,0,Cave,2,0,1,0,0,0,0,0,4,Riffle,2.551618195,0,0.031244304,0.885255292,0.093732913,0,0,0,0.187465827,0,0.031244304,0.020829536,1.312260786,0.031244304,0,0.010414768,0.010414768,0,0,0,0,0.010414768,0,0,0,0,0,0,0,0,0,18.16,8.68,7.13,53.3,19.3,40,96.0175,4.975,33.25,24.33333333,12,4.833333333,23.36425833,1.982350394,1.386201605,1.113943352,1.368551999,11
6/11/2002,June,6,0,1,0,0,Cave,2,0,1,0,0,0,0,0,5,Run,1.064073227,0,0.017162471,0.57923341,0.025743707,0,0,0,0.18020595,0,0.012871854,0.004290618,0.2402746,0.064359268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.16,8.68,7.13,53.3,38,35,233.0666667,6.133333333,43.16666667,23.83333333,6.388888889,4.388888889,55.54755556,2.367480165,1.377184787,0.868579136,1.744664952,8
8/1/2002,August,8,0,0,1,0,Cave,2,0,1,0,0,0,0,0,1,Pool,3.569185084,0,0.248823189,2.259804042,0.004079069,0,0,0,0.073423236,0,0,0.004079069,0.558832407,0.097897648,0,0,0.004079069,0.004079069,0,0,0,0,0,0,0,0,0,0,0,0,0,21.24,7.41,7.06,92,27.3,40,245.154,8.98,26,16.13333333,0,4.066666667,39.551512,2.389438984,1.207724107,0,1.597163091,9
8/1/2002,August,8,0,0,1,0,Cave,2,0,1,0,0,0,0,0,2,Riffle,0.78009828,0,0.101351351,0.327600328,0.026617527,0.001023751,0,0,0.035831286,0,0,0.011261261,0.229320229,0.024570025,0,0.002047502,0.004095004,0.004095004,0,0,0,0,0,0,0,0,0,0,0,0,0,21.24,7.41,7.06,92,111,65,976.8,8.8,36.25,9.95,2.483333333,4.35,97.1916,2.989805651,0.997823081,0.541995036,1.987628732,11
8/1/2002,August,8,0,0,1,0,Cave,2,0,1,0,0,0,0,0,3,Pool,0.976211849,0,0.050493716,0.434245961,0.03029623,0,0.020197487,0.003366248,0.033662478,0,0,0,0.171678636,0.063958707,0,0.003366248,0.043761221,0.003366248,0,0,0,0,0,0,0,0,0,0,0,0,0,21.24,7.41,7.06,92,32,10,297.0666667,9.283333333,40.83333333,59.55555556,0.055555556,4.777777778,176.9197037,2.472853923,1.77492228,0.023481096,2.247776203,11
8/1/2002,August,8,0,0,1,0,Cave,2,0,1,0,0,0,0,0,4,Riffle,2.75,0,0.340909091,1.261363636,0.318181818,0,0,0,0.011363636,0,0,0.022727273,0.761363636,0,0,0.022727273,0.011363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.24,7.41,7.06,92,22,50,88,4,45,10,3.533333333,4.8,8.8,1.944482672,1,0.656417654,0.944482672,8
8/1/2002,August,8,0,0,1,0,Cave,2,0,1,0,0,0,0,0,5,Run,2.20953116,0,0.172872854,1.188500868,0.021609107,0,0,0,0.04862049,0,0,0.054022767,0.578043604,0.06482732,0,0,0.043218213,0.005402277,0,0,0,0,0,0,0,0,0,0,0,0,0,21.24,7.41,7.06,92,36.5,40,185.1071429,5.071428571,31.42857143,17.28571429,3.095238095,3.857142857,31.99709184,2.267423177,1.23768733,0.612279157,1.505110508,9
10/8/2002,October,10,0,0,0,1,Cave,2,0,1,0,0,0,0,0,1,Pool,10.7332501,0,0.858926342,6.059092801,0.319600499,0.006658344,0,0,0.119850187,0,0,0.05326675,2.969621307,0.173116937,0,0.019975031,0.073241781,0.059925094,0,0,0,0,0,0,0,0.006658344,0,0,0,0,0,18,7,NA,95,27,55,150.1875,5.5625,33.125,10.625,0,3.916666667,15.95742188,2.176633788,1.026328939,0,1.202962727,12
10/8/2002,October,10,0,0,0,1,Cave,2,0,1,0,0,0,0,0,2,Riffle,5.939814473,0,0.857508427,2.562067863,0.146403878,0,0,0,0.02091484,0,0,0.062744519,2.154228488,0.02091484,0,0.03137226,0.083659359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,NA,95,43.7,10.25,95.62588235,2.188235294,25.88235294,7.098039216,0,3.901960784,6.78756263,1.980575455,0.851138394,0,0.83171385,9
10/8/2002,October,10,0,0,0,1,Cave,2,0,1,0,0,0,0,0,3,Pool,9.899433289,0,0.511023029,5.280571298,0.229305205,0,0.032757886,0,0.117928391,0,0,0.006551577,2.967864513,0.111376814,0,0,0.078618928,0.058964196,0.006551577,0,0,0,0,0,0,0.006551577,0,0,0,0,0,18,7,NA,95,26.7,5,152.635,5.716666667,37.5,19.61111111,0,5.444444444,29.93341944,2.183654131,1.2925022,0,1.476156331,12
4/13/2002,April,4,1,0,0,0,Falling,3,0,0,1,0,0,0,0,1,Run,0.084175084,0,0,0.016835017,0,0.025252525,0,0,0.008417508,0,0.008417508,0.008417508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.95,11.105,7.165,15,24,60,118.8,4.95,56.25,31,33.66666667,4.916666667,36.828,2.074816441,1.491361694,1.539912085,1.566178134,5
4/13/2002,April,4,1,0,0,0,Falling,3,0,0,1,0,0,0,0,2,Riffle,0.063312996,0,0,0,0,0,0,0,0.005755727,0,0.063312996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.95,11.105,7.165,15,14.6,10,173.74,11.9,75,27.55555556,24.77777778,4.666666667,47.87502222,2.239899817,1.440209171,1.411245475,1.680108989,2
4/13/2002,April,4,1,0,0,0,Falling,3,0,0,1,0,0,0,0,3,Run,0.098879367,0,0,0.054932982,0,0,0,0.003662199,0.007324398,0,0.010986596,0,0,0,0,0,0,0.003662199,0,0,0,0,0,0,0,0,0,0,0,0,0,13.95,11.105,7.165,15,33.3,5,273.06,8.2,50,53.58333333,16.08333333,4.75,146.31465,2.436258086,1.729029727,1.232572615,2.165287813,5
4/13/2002,April,4,1,0,0,0,Falling,3,0,0,1,0,0,0,0,4,Riffle,0.167721519,0,0.012658228,0.091772152,0,0,0,0,0.025316456,0,0.015822785,0.009493671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.95,11.105,7.165,15,39.5,50,316,8,52,19.53333333,21.2,4.6,61.72533333,2.499687083,1.290776361,1.346352974,1.790463444,5
4/13/2002,April,4,1,0,0,0,Falling,3,0,0,1,0,0,0,0,5,Run,0.113843733,0,0,0.010045035,0,0,0,0,0.040180141,0,0.00669669,0.016741725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.95,11.105,7.165,15,32.2,10,298.655,9.275,61.25,25.83333333,17.33333333,3.75,77.15254167,2.47516979,1.412180448,1.263241435,1.887350238,4
4/13/2002,April,4,1,0,0,0,Falling,3,0,0,1,0,0,0,0,6,Pool,0.033711022,0,0,0.011237007,0,0,0,0.011237007,0,0.005618504,0.005618504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.95,11.105,7.165,15,18.1,8,177.9833333,9.833333333,55,59.11111111,5.333333333,5.222222222,105.2079259,2.250379336,1.771669123,0.801632346,2.022048459,4
4/13/2002,April,4,1,0,0,0,Falling,3,0,0,1,0,0,0,0,7,Run,0.055444666,0,0,0.011088933,0,0.011088933,0,0,0.022177866,0,0.011088933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.95,11.105,7.165,15,16.7,30,90.18,5.4,51.66666667,35.44444444,18.66666667,5.111111111,31.9638,1.955110231,1.549548174,1.293730757,1.504658405,4
4/13/2002,April,4,1,0,0,0,Falling,3,0,0,1,0,0,0,0,8,Riffle,0.079795723,0,0.011969358,0.043887648,0,0,0,0,0.003989786,0,0.003989786,0.007979572,0,0,0.003989786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.95,11.105,7.165,15,24.1,80,250.64,10.4,50,23.75,22.91666667,4.166666667,59.527,2.399050382,1.375663614,1.378700651,1.774713996,6
6/10/2002,June,6,0,1,0,0,Falling,3,0,0,1,0,0,0,0,1,Run,2.229161662,0,0.019216911,0.557290416,0.345904396,0.288253663,0,0,0.192169109,0.269036752,0.230602931,0.057650733,0,0,0.019216911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.85,8.34,6.78,17.6,18.1,5,52.0375,2.875,32.5,18.75,12.41666667,5.166666667,9.75703125,1.716316424,1.273001272,1.12764463,0.989317696,9
6/10/2002,June,6,0,1,0,0,Falling,3,0,0,1,0,0,0,0,2,Riffle,0.953765101,0,0.027250431,0.163502589,0,0.018166954,0,0,0.272504315,0.027250431,0.490507766,0.12716868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.85,8.34,6.78,17.6,10.9,20,110.09,10.1,0,11,5.888888889,4,12.1099,2.041747872,1.041392685,0.83814918,1.083140557,7
6/10/2002,June,6,0,1,0,0,Falling,3,0,0,1,0,0,0,0,3,Pool,0.146003225,0,0.014244217,0.017805271,0,0.02492738,0.003561054,0.007122109,0.014244217,0,0.021366326,0.007122109,0,0,0.007122109,0,0,0.003561054,0,0,0,0,0,0,0,0,0,0,0,0,0,19.85,8.34,6.78,17.6,37.3,5,280.8157143,7.528571429,33.57142857,41.38095238,0.047619048,5,116.204217,2.448421407,1.616800482,0.020203386,2.065221889,10
6/10/2002,June,6,0,1,0,0,Falling,3,0,0,1,0,0,0,0,4,Riffle,0.370708546,0,0.032870709,0.144265888,0.023739956,0.021913806,0,0,0.03834916,0.007304602,0.084002922,0.020087655,0,0,0.00182615,0,0,0,0.00182615,0,0,0,0,0,0,0,0,0,0,0,0,19.85,8.34,6.78,17.6,74,55,547.6,7.4,22.77777778,12.03703704,10.51851852,4.333333333,65.91481481,2.738463439,1.080519597,1.061396625,1.818983036,10
6/10/2002,June,6,0,1,0,0,Falling,3,0,0,1,0,0,0,0,5,Pool,0.006033183,0,0,0,0,0,0,0,0.006033183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.85,8.34,6.78,17.6,19.5,25,165.75,8.5,37.4,49.53333333,0,5.4,82.1015,2.219453537,1.694897555,0,1.914351092,1
6/10/2002,June,6,0,1,0,0,Falling,3,0,0,1,0,0,0,0,6,Run,0.182595905,0,0,0.010144217,0.040576868,0.010144217,0,0.010144217,0.020288434,0.010144217,0.040576868,0.010144217,0,0,0.010144217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.85,8.34,6.78,17.6,20.9,40,98.57833333,4.716666667,28.33333333,31.66666667,6.388888889,5.333333333,31.21647222,1.993781471,1.500602351,0.868579136,1.494383822,9
6/10/2002,June,6,0,1,0,0,Falling,3,0,0,1,0,0,0,0,7,Riffle,0.302151994,0,0.016786222,0.089526517,0,0.072740295,0,0,0.039167851,0,0.083931109,0,0,0,0,0,0,0,0.005595407,0,0,0,0,0,0,0,0,0,0,0,0,19.85,8.34,6.78,17.6,19.3,35,178.718,9.26,43.8,17.33333333,13,4.6,30.97778667,2.252168296,1.238882089,1.146128036,1.491050385,6
7/31/2002,August,8,0,0,1,0,Falling,3,0,0,1,0,0,0,0,1,Run,2.353793228,0,0,0.826090893,0.860039833,0.135795763,0,0,0.226326272,0,0.079214195,0.022632627,0,0,0.022632627,0,0,0,0.011316314,0,0,0,0,0,0,0,0,0,0,0,0,21,6,NA,20,26.3,5,88.368,3.36,49,13,11.26666667,5.8,11.48784,1.946295026,1.113943352,1.088726564,1.060238378,8
7/31/2002,August,8,0,0,1,0,Falling,3,0,0,1,0,0,0,0,2,Riffle,0.707397202,0,0.02384485,0.031793133,0.087431115,0.031793133,0,0,0.246396778,0,0.15101738,0.047689699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,NA,20,11.2,35,125.8133333,11.23333333,23.33333333,5.666666667,3,4.444444444,7.129422222,2.099726669,0.753327667,0.602059991,0.853054335,7
7/31/2002,August,8,0,0,1,0,Falling,3,0,0,1,0,0,0,0,3,Pool,0.151788255,0,0.009107295,0.069822597,0,0,0,0,0.009107295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,NA,20,41.5,10,329.40625,7.9375,48.125,35.20833333,0.208333333,5.375,115.9784505,2.517731835,1.546645467,0.082186756,2.064377302,3
